ID,Method,Buffer Size,Hop size,Min IOI,Silence Threshold,Onset Threshold,,Global Accuracy,Global Precision,Global Recall,Global f1,,MAvg_pp Accuracy,MAvg_pp Precision,MAvg_pp Recall,MAvg_pp f1,,MAvg_t Accuracy,MAvg_t Precision,MAvg_t Recall,MAvg_t f1,,Piano Accuracy,Piano Precision,Piano Recall,,Mezzoforte Accuracy,Mezzoforte Precision,Mezzoforte Recall,,Forte Accuracy,Forte Precision,Forte Recall,,Adj Min (ms),Avg (ms),Adj Max (ms),Percentage in Adj min-max,MAvg_t Mean,MAvg_t IQR,MAvg_t Var,MAvg_t SD,MAvg_t loTukeyFence,MAvg_t hiTukeyFence,MAvg_t percentageIn,,Logfile name
231,complex,1024,64,0.02,-40,2.15,,0.8319,0.9224,0.8946,0.9083,,0.8709,0.9446,0.9131,0.9286,,0.8705,0.9394,0.9186,0.9279,,0.8134,0.9169,0.8782,,0.8203,0.9440,0.8622,,0.8603,0.9081,0.9424,,3.26,5.68,7.76,0.9293,5.6694,1.1575,1.4710,1.1312,3.2680,7.8978,0.9367,,./results/res_complex_1024_64_-40.0_2.15_0.02.log
232,complex,1024,64,0.02,-35,2.5,,0.8254,0.9472,0.8652,0.9044,,0.8647,0.9614,0.8914,0.9248,,0.8696,0.9583,0.8993,0.9270,,0.7812,0.9225,0.8361,,0.8086,0.9616,0.8356,,0.8851,0.9563,0.9224,,2.95,5.34,7.44,0.9295,5.3144,1.0462,1.4188,1.0949,3.1235,7.3084,0.9316,,./results/res_complex_1024_64_-35.0_2.5_0.02.log
233,complex,1024,64,0.02,-32,2.4,,0.8289,0.9482,0.8682,0.9064,,0.8664,0.9621,0.8928,0.9260,,0.8706,0.9589,0.9003,0.9276,,0.7741,0.9241,0.8267,,0.8026,0.9590,0.8311,,0.9083,0.9595,0.9446,,3.00,5.43,7.51,0.9297,5.4191,1.0609,1.3408,1.0834,3.2071,7.4508,0.9329,,./results/res_complex_1024_64_-32.0_2.4_0.02.log
234,complex,1024,64,0.02,-32,2.3,,0.8312,0.9432,0.8750,0.9078,,0.8682,0.9587,0.8977,0.9271,,0.8698,0.9537,0.9042,0.9271,,0.7807,0.9247,0.8337,,0.8013,0.9542,0.8333,,0.9093,0.9493,0.9557,,3.20,5.53,7.64,0.9294,5.5244,1.1074,1.3589,1.0937,3.2158,7.6456,0.9386,,./results/res_complex_1024_64_-32.0_2.3_0.02.log
235,complex,1024,64,0.02,-32,2.2,,0.8376,0.9393,0.8855,0.9116,,0.8728,0.9562,0.9053,0.9300,,0.8735,0.9509,0.9118,0.9297,,0.7895,0.9254,0.8431,,0.8124,0.9525,0.8467,,0.9081,0.9395,0.9645,,3.24,5.62,7.73,0.9328,5.6196,1.1512,1.3852,1.1055,3.2357,7.8403,0.9412,,./results/res_complex_1024_64_-32.0_2.2_0.02.log
236,complex,1024,64,0.02,-32,2.1,,0.8410,0.9360,0.8923,0.9136,,0.8761,0.9540,0.9108,0.9319,,0.8763,0.9493,0.9165,0.9314,,0.7991,0.9219,0.8571,,0.8132,0.9480,0.8511,,0.9083,0.9376,0.9667,,3.28,5.71,7.85,0.9325,5.7115,1.1885,1.4091,1.1158,3.2647,8.0186,0.9395,,./results/res_complex_1024_64_-32.0_2.1_0.02.log
237,complex,1024,64,0.02,-32,2,,0.8426,0.9266,0.9029,0.9146,,0.8775,0.9477,0.9184,0.9328,,0.8731,0.9409,0.9211,0.9295,,0.8170,0.9214,0.8782,,0.8151,0.9372,0.8622,,0.8934,0.9218,0.9667,,3.33,5.80,7.95,0.9333,5.7998,1.2065,1.4212,1.1178,3.3304,8.1565,0.9413,,./results/res_complex_1024_64_-32.0_2.0_0.02.log
238,complex,1024,64,0.02,-32,2.05,,0.8410,0.9319,0.8961,0.9136,,0.8762,0.9512,0.9135,0.9320,,0.8730,0.9447,0.9172,0.9294,,0.8057,0.9225,0.8642,,0.8161,0.9438,0.8578,,0.8988,0.9295,0.9645,,3.30,5.76,7.83,0.9303,5.7529,1.1968,1.4164,1.1173,3.2992,8.0865,0.9403,,./results/res_complex_1024_64_-32.0_2.05_0.02.log
239,complex,1024,64,0.02,-30,2,,0.8396,0.9318,0.8946,0.9128,,0.8722,0.9513,0.9096,0.9300,,0.8653,0.9433,0.9099,0.9248,,0.7926,0.9213,0.8501,,0.8161,0.9438,0.8578,,0.9070,0.9301,0.9734,,3.27,5.80,7.95,0.9352,5.7981,1.2019,1.4259,1.1191,3.3405,8.1483,0.9426,,./results/res_complex_1024_64_-30.0_2.0_0.02.log
240,complex,2048,64,0.02,-32,2.1,,0.8108,0.9517,0.8456,0.8955,,0.8535,0.9642,0.8766,0.9177,,0.8616,0.9628,0.8857,0.9215,,0.7505,0.9196,0.8033,,0.7918,0.9584,0.8200,,0.8896,0.9739,0.9113,,3.50,5.87,7.96,0.9297,5.8564,1.1530,1.3774,1.0995,3.4698,8.0818,0.9365,,./results/res_complex_2048_64_-32.0_2.1_0.02.log
241,complex,2048,64,0.02,-32,1.8,,0.8175,0.9386,0.8637,0.8996,,0.8587,0.9553,0.8896,0.9211,,0.8608,0.9508,0.8961,0.9215,,0.7637,0.9208,0.8173,,0.8073,0.9569,0.8378,,0.8789,0.9376,0.9335,,3.50,6.19,8.50,0.9381,6.1729,1.2740,1.5406,1.1613,3.5539,8.6500,0.9343,,./results/res_complex_2048_64_-32.0_1.8_0.02.log
242,complex,2048,64,0.02,-32,1.6,,0.8219,0.9304,0.8758,0.9022,,0.8621,0.9498,0.8982,0.9233,,0.8603,0.9432,0.9031,0.9215,,0.7729,0.9195,0.8290,,0.8132,0.9480,0.8511,,0.8765,0.9241,0.9446,,3.65,6.39,8.74,0.9381,6.3806,1.3021,1.6488,1.1998,3.6985,8.9070,0.9266,,./results/res_complex_2048_64_-32.0_1.6_0.02.log
243,complex,2048,64,0.02,-32,1.4,,0.8100,0.9111,0.8795,0.8950,,0.8530,0.9367,0.8995,0.9177,,0.8498,0.9297,0.9036,0.9149,,0.7661,0.9015,0.8361,,0.8000,0.9275,0.8533,,0.8609,0.9047,0.9468,,3.82,6.59,8.95,0.9341,6.5878,1.3250,1.7416,1.2348,3.8467,9.1466,0.9216,,./results/res_complex_2048_64_-32.0_1.4_0.02.log
244,complex,2048,64,0.02,-32,2.3,,0.8061,0.9617,0.8328,0.8927,,0.8498,0.9713,0.8675,0.9153,,0.8606,0.9763,0.8736,0.9206,,0.7407,0.9233,0.7892,,0.7922,0.9683,0.8133,,0.8857,0.9902,0.8936,,3.26,5.67,7.67,0.9250,5.6436,1.0953,1.3291,1.0767,3.3691,7.7503,0.9331,,./results/res_complex_2048_64_-32.0_2.3_0.02.log
245,complex,2048,64,0.02,-34,2.1,,0.8099,0.9486,0.8471,0.8950,,0.8537,0.9619,0.8784,0.9177,,0.8634,0.9611,0.8889,0.9225,,0.7571,0.9202,0.8103,,0.7923,0.9561,0.8222,,0.8796,0.9669,0.9069,,3.50,5.87,7.91,0.9280,5.8595,1.1478,1.4013,1.1071,3.4793,8.0704,0.9344,,./results/res_complex_2048_64_-34.0_2.1_0.02.log
246,complex,2048,64,0.02,-36,2.1,,0.8090,0.9455,0.8486,0.8944,,0.8540,0.9597,0.8802,0.9177,,0.8601,0.9564,0.8890,0.9204,,0.7642,0.9186,0.8197,,0.7944,0.9562,0.8244,,0.8675,0.9598,0.9002,,3.50,5.88,7.91,0.9272,5.8587,1.1461,1.4249,1.1131,3.4786,8.0629,0.9335,,./results/res_complex_2048_64_-36.0_2.1_0.02.log
247,complex,2048,64,0.02,-36,2.2,,0.8089,0.9500,0.8449,0.8944,,0.8537,0.9629,0.8775,0.9175,,0.8571,0.9599,0.8822,0.9184,,0.7598,0.9182,0.8150,,0.7957,0.9610,0.8222,,0.8707,0.9688,0.8958,,3.34,5.78,7.83,0.9296,5.7562,1.1161,1.4077,1.1038,3.4320,7.8964,0.9315,,./results/res_complex_2048_64_-36.0_2.2_0.02.log
248,complex,2048,64,0.02,-31,1.9,,0.8143,0.9443,0.8554,0.8977,,0.8563,0.9591,0.8837,0.9195,,0.8600,0.9551,0.8913,0.9210,,0.7456,0.9214,0.7963,,0.8129,0.9618,0.8400,,0.8819,0.9478,0.9268,,3.49,6.09,8.33,0.9331,6.0732,1.2456,1.5363,1.1552,3.5178,8.5001,0.9324,,./results/res_complex_2048_64_-31.0_1.9_0.02.log
249,phase,64,64,0.02,-32,2,,0.5756,0.6234,0.8825,0.7307,,0.6587,0.6992,0.9031,0.7836,,0.6589,0.7014,0.8976,0.7754,,0.5197,0.5798,0.8337,,0.6064,0.6573,0.8867,,0.6017,0.6328,0.9246,,2.05,4.41,6.58,0.9326,4.4228,1.2066,1.8362,1.2325,1.8909,6.7173,0.9461,,./results/res_phase_64_64_-32.0_2.0_0.02.log
250,phase,64,64,0.02,-32,3,,0.7207,0.8193,0.8569,0.8377,,0.7612,0.8409,0.8826,0.8612,,0.7585,0.8391,0.8758,0.8556,,0.6705,0.7909,0.8150,,0.7401,0.8291,0.8733,,0.7505,0.8358,0.8803,,1.43,3.81,5.94,0.9367,3.7864,1.1801,1.9301,1.2274,1.2312,5.9517,0.9558,,./results/res_phase_64_64_-32.0_3.0_0.02.log
251,phase,64,64,0.02,-32,3.2,,0.7365,0.8441,0.8524,0.8483,,0.7759,0.8626,0.8794,0.8708,,0.7746,0.8625,0.8731,0.8665,,0.6944,0.8197,0.8197,,0.7510,0.8578,0.8578,,0.7630,0.8534,0.8780,,1.15,3.48,5.73,0.9399,3.4621,1.2278,1.9617,1.2373,0.8306,5.7417,0.9558,,./results/res_phase_64_64_-32.0_3.2_0.02.log
252,phase,64,64,0.02,-32,3.5,,0.7452,0.8579,0.8502,0.8540,,0.7870,0.8774,0.8778,0.8775,,0.7837,0.8746,0.8718,0.8723,,0.7056,0.8353,0.8197,,0.7659,0.8773,0.8578,,0.7631,0.8600,0.8714,,0.51,2.95,5.10,0.9389,2.9254,1.1128,2.0413,1.2340,0.5128,4.9642,0.9514,,./results/res_phase_64_64_-32.0_3.5_0.02.log
253,phase,64,64,0.02,-32,3.7,,0.7442,0.8612,0.8456,0.8533,,0.7883,0.8817,0.8745,0.8780,,0.7864,0.8802,0.8692,0.8739,,0.7016,0.8345,0.8150,,0.7660,0.8845,0.8511,,0.7641,0.8634,0.8692,,0.21,2.63,4.65,0.9359,2.6010,1.0030,1.9604,1.1945,0.4029,4.4150,0.9468,,./results/res_phase_64_64_-32.0_3.7_0.02.log
254,phase,64,64,0.02,-34,3.7,,0.7274,0.8344,0.8502,0.8422,,0.7735,0.8591,0.8778,0.8683,,0.7756,0.8618,0.8734,0.8667,,0.6790,0.8005,0.8173,,0.7524,0.8531,0.8644,,0.7505,0.8482,0.8670,,0.21,2.67,4.65,0.9318,2.6185,1.0180,2.1189,1.2199,0.3856,4.4577,0.9414,,./results/res_phase_64_64_-34.0_3.7_0.02.log
255,phase,64,64,0.02,-40,3.5,,0.6582,0.7351,0.8630,0.7939,,0.7232,0.7832,0.8898,0.8323,,0.7327,0.7907,0.8887,0.8340,,0.6442,0.7251,0.8525,,0.6374,0.7038,0.8711,,0.6952,0.7800,0.8647,,0.51,3.00,5.20,0.9372,2.9355,1.1322,2.1766,1.2538,0.4677,4.9967,0.9509,,./results/res_phase_64_64_-40.0_3.5_0.02.log
256,phase,64,64,0.02,-25,3.3,,0.7594,0.9141,0.8178,0.8633,,0.7855,0.9197,0.8419,0.8784,,0.7748,0.9140,0.8308,0.8679,,0.6738,0.8895,0.7354,,0.7731,0.9340,0.8178,,0.8279,0.9161,0.8958,,1.03,3.16,5.33,0.9484,3.1885,1.1364,1.2831,1.0508,0.7881,5.3336,0.9603,,./results/res_phase_64_64_-25.0_3.3_0.02.log
257,phase,128,64,0.02,-32,3,,0.7816,0.9081,0.8486,0.8774,,0.8267,0.9259,0.8788,0.9015,,0.8200,0.9183,0.8750,0.8955,,0.7309,0.8846,0.8080,,0.7966,0.9337,0.8444,,0.8154,0.9054,0.8914,,1.71,3.95,5.93,0.9379,3.9506,0.9022,1.2342,1.0029,2.0074,5.6163,0.9463,,./results/res_phase_128_64_-32.0_3.0_0.02.log
258,phase,128,64,0.02,-32,3.2,,0.7801,0.9114,0.8441,0.8765,,0.8255,0.9281,0.8756,0.9007,,0.8198,0.9209,0.8724,0.8954,,0.7336,0.8830,0.8126,,0.7979,0.9381,0.8422,,0.8078,0.9122,0.8758,,1.47,3.63,5.46,0.9322,3.6316,0.9293,1.3352,1.0143,1.6291,5.3464,0.9433,,./results/res_phase_128_64_-32.0_3.2_0.02.log
259,phase,128,64,0.02,-32,3.4,,0.7766,0.9110,0.8404,0.8743,,0.8215,0.9263,0.8729,0.8983,,0.8147,0.9185,0.8686,0.8922,,0.7484,0.8931,0.8220,,0.7937,0.9378,0.8378,,0.7870,0.9023,0.8603,,0.92,3.26,5.22,0.9301,3.2688,1.0028,1.4407,1.0820,1.1179,5.1289,0.9431,,./results/res_phase_128_64_-32.0_3.4_0.02.log
260,phase,128,64,0.02,-35,3,,0.7706,0.8836,0.8577,0.8705,,0.8178,0.9068,0.8853,0.8959,,0.8137,0.9006,0.8833,0.8915,,0.7320,0.8596,0.8314,,0.7996,0.9192,0.8600,,0.7800,0.8725,0.8803,,1.71,3.98,5.95,0.9333,3.9615,0.9025,1.4921,1.0630,2.0030,5.6129,0.9434,,./results/res_phase_128_64_-35.0_3.0_0.02.log
261,phase,128,64,0.02,-40,2.8,,0.6979,0.7836,0.8645,0.8221,,0.7648,0.8311,0.8915,0.8596,,0.7723,0.8389,0.8904,0.8621,,0.6907,0.7845,0.8525,,0.7138,0.8037,0.8644,,0.6894,0.7640,0.8758,,1.81,4.16,6.14,0.9303,4.1452,0.9253,1.6291,1.1239,2.1263,5.8275,0.9423,,./results/res_phase_128_64_-40.0_2.8_0.02.log
262,phase,128,64,0.02,-40,3.2,,0.7398,0.8508,0.8502,0.8505,,0.7962,0.8810,0.8813,0.8811,,0.7988,0.8808,0.8821,0.8811,,0.7223,0.8368,0.8407,,0.7639,0.8770,0.8556,,0.7333,0.8388,0.8537,,1.47,3.67,5.46,0.9265,3.6472,0.9196,1.6059,1.1004,1.6439,5.3224,0.9403,,./results/res_phase_128_64_-40.0_3.2_0.02.log
263,phase,256,64,0.02,-32,3,,0.7831,0.9236,0.8373,0.8784,,0.8303,0.9402,0.8700,0.9033,,0.8287,0.9365,0.8708,0.9016,,0.7281,0.8947,0.7963,,0.8064,0.9499,0.8422,,0.8137,0.9247,0.8714,,1.94,4.20,6.16,0.9308,4.2237,0.8910,1.1938,0.9830,2.3022,5.8663,0.9353,,./results/res_phase_256_64_-32.0_3.0_0.02.log
264,phase,256,64,0.02,-32,3.2,,0.7766,0.9303,0.8245,0.8743,,0.8255,0.9448,0.8608,0.9000,,0.8241,0.9427,0.8603,0.8984,,0.7253,0.8966,0.7916,,0.8026,0.9590,0.8311,,0.8013,0.9341,0.8492,,1.76,3.95,5.87,0.9279,3.9766,0.9213,1.1893,0.9675,1.9933,5.6783,0.9461,,./results/res_phase_256_64_-32.0_3.2_0.02.log
265,phase,256,64,0.02,-32,2.8,,0.7863,0.9154,0.8479,0.8804,,0.8322,0.9340,0.8776,0.9047,,0.8293,0.9289,0.8784,0.9022,,0.7340,0.8892,0.8080,,0.8059,0.9409,0.8489,,0.8176,0.9151,0.8847,,2.09,4.36,6.32,0.9334,4.3925,0.9484,1.1951,0.9908,2.3598,6.1536,0.9425,,./results/res_phase_256_64_-32.0_2.8_0.02.log
266,phase,256,64,0.02,-35,2.9,,0.7879,0.9081,0.8562,0.8814,,0.8352,0.9298,0.8842,0.9064,,0.8375,0.9289,0.8871,0.9071,,0.7500,0.8793,0.8361,,0.8088,0.9367,0.8556,,0.8045,0.9080,0.8758,,2.03,4.32,6.22,0.9270,4.3256,0.9399,1.3420,1.0230,2.3001,6.0596,0.9385,,./results/res_phase_256_64_-35.0_2.9_0.02.log
267,phase,256,64,0.02,-37,2.9,,0.7793,0.8967,0.8562,0.8760,,0.8311,0.9218,0.8856,0.9033,,0.8306,0.9184,0.8871,0.9021,,0.7537,0.8741,0.8454,,0.8038,0.9300,0.8556,,0.7804,0.8866,0.8670,,2.03,4.32,6.22,0.9252,4.3367,0.9373,1.4445,1.0689,2.3021,6.0512,0.9370,,./results/res_phase_256_64_-37.0_2.9_0.02.log
268,phase,256,64,0.02,-37,2.6,,0.7783,0.8704,0.8803,0.8753,,0.8284,0.9007,0.9036,0.9021,,0.8229,0.8928,0.9034,0.8971,,0.7660,0.8685,0.8665,,0.7887,0.8929,0.8711,,0.7797,0.8515,0.9024,,2.24,4.53,6.45,0.9247,4.5490,0.9975,1.5483,1.1134,2.3877,6.3777,0.9379,,./results/res_phase_256_64_-37.0_2.6_0.02.log
269,phase,512,64,0.02,-32,3,,0.7934,0.9361,0.8389,0.8848,,0.8410,0.9513,0.8725,0.9096,,0.8426,0.9504,0.8748,0.9101,,0.7419,0.9096,0.8009,,0.8038,0.9520,0.8378,,0.8333,0.9450,0.8758,,2.03,4.44,6.52,0.9354,4.4824,0.9103,1.2291,1.0145,2.5252,6.1664,0.9396,,./results/res_phase_512_64_-32.0_3.0_0.02.log
270,phase,512,64,0.02,-32,3.1,,0.7849,0.9355,0.8298,0.8795,,0.8350,0.9506,0.8660,0.9055,,0.8340,0.9479,0.8665,0.9043,,0.7375,0.9091,0.7963,,0.7932,0.9514,0.8267,,0.8228,0.9443,0.8647,,1.97,4.34,6.46,0.9365,4.3794,0.9278,1.2456,1.0162,2.3809,6.0921,0.9413,,./results/res_phase_512_64_-32.0_3.1_0.02.log
271,phase,512,64,0.02,-32,2.9,,0.8001,0.9352,0.8471,0.8890,,0.8457,0.9508,0.8784,0.9128,,0.8454,0.9485,0.8796,0.9119,,0.7446,0.9077,0.8056,,0.8064,0.9499,0.8422,,0.8481,0.9459,0.8914,,2.49,4.53,6.61,0.9351,4.5780,0.9304,1.2372,1.0208,2.5870,6.3086,0.9383,,./results/res_phase_512_64_-32.0_2.9_0.02.log
272,phase,512,64,0.02,-32,2.78,,0.8060,0.9349,0.8539,0.8926,,0.8483,0.9501,0.8826,0.9148,,0.8510,0.9495,0.8858,0.9157,,0.7435,0.9031,0.8080,,0.8085,0.9500,0.8444,,0.8647,0.9490,0.9069,,2.28,4.62,6.69,0.9330,4.6725,0.9286,1.2416,1.0239,2.6829,6.3974,0.9413,,./results/res_phase_512_64_-32.0_2.78_0.02.log
273,phase,512,64,0.02,-32,2.6,,0.8171,0.9293,0.8712,0.8993,,0.8564,0.9466,0.8950,0.9200,,0.8567,0.9453,0.8958,0.9193,,0.7564,0.8962,0.8290,,0.8118,0.9435,0.8533,,0.8821,0.9458,0.9290,,2.38,4.75,6.85,0.9317,4.7854,0.9827,1.3749,1.0875,2.6968,6.6277,0.9420,,./results/res_phase_512_64_-32.0_2.6_0.02.log
274,phase,512,64,0.02,-32,2.4,,0.8170,0.9150,0.8840,0.8993,,0.8560,0.9354,0.9049,0.9199,,0.8577,0.9349,0.9071,0.9201,,0.7585,0.8883,0.8384,,0.8033,0.9216,0.8622,,0.8880,0.9325,0.9490,,2.63,4.86,7.00,0.9319,4.9105,1.0090,1.3800,1.0892,2.7712,6.8071,0.9413,,./results/res_phase_512_64_-32.0_2.4_0.02.log
275,phase,512,64,0.02,-32,2.2,,0.8162,0.9047,0.8931,0.8988,,0.8551,0.9277,0.9114,0.9194,,0.8567,0.9288,0.9123,0.9196,,0.7668,0.8816,0.8548,,0.8082,0.9180,0.8711,,0.8720,0.9128,0.9512,,2.88,4.98,7.15,0.9325,5.0322,1.0341,1.4108,1.0976,2.8492,6.9857,0.9442,,./results/res_phase_512_64_-32.0_2.2_0.02.log
276,phase,512,64,0.02,-32,2.3,,0.8184,0.9113,0.8893,0.9002,,0.8571,0.9329,0.9087,0.9206,,0.8585,0.9330,0.9101,0.9207,,0.7632,0.8870,0.8454,,0.8079,0.9200,0.8689,,0.8827,0.9246,0.9512,,2.78,4.92,7.05,0.9314,4.9709,1.0186,1.3902,1.0929,2.8179,6.8924,0.9424,,./results/res_phase_512_64_-32.0_2.3_0.02.log
277,phase,512,64,0.02,-33,2.3,,0.8150,0.9071,0.8893,0.8981,,0.8557,0.9299,0.9094,0.9195,,0.8576,0.9307,0.9110,0.9200,,0.7653,0.8873,0.8478,,0.8066,0.9159,0.8711,,0.8714,0.9163,0.9468,,2.78,4.93,7.05,0.9297,4.9765,1.0301,1.4103,1.1001,2.8013,6.9218,0.9426,,./results/res_phase_512_64_-33.0_2.3_0.02.log
278,phase,512,64,0.02,-35,2.3,,0.8146,0.8989,0.8968,0.8979,,0.8565,0.9245,0.9155,0.9199,,0.8580,0.9241,0.9177,0.9202,,0.7741,0.8789,0.8665,,0.8078,0.9101,0.8778,,0.8606,0.9064,0.9446,,2.78,4.95,7.10,0.9286,4.9869,1.0357,1.4451,1.1087,2.7943,6.9371,0.9419,,./results/res_phase_512_64_-35.0_2.3_0.02.log
279,phase,512,64,0.02,-35,2.4,,0.8137,0.9031,0.8916,0.8973,,0.8557,0.9272,0.9117,0.9194,,0.8574,0.9261,0.9146,0.9197,,0.7710,0.8822,0.8595,,0.8033,0.9116,0.8711,,0.8656,0.9140,0.9424,,2.63,4.89,7.06,0.9282,4.9264,1.0293,1.4354,1.1052,2.7440,6.8613,0.9413,,./results/res_phase_512_64_-35.0_2.4_0.02.log
280,phase,512,64,0.02,-30,2.25,,0.8180,0.9171,0.8833,0.8999,,0.8537,0.9378,0.9008,0.9189,,0.8544,0.9377,0.9026,0.9184,,0.7463,0.8847,0.8267,,0.8138,0.9329,0.8644,,0.8923,0.9309,0.9557,,2.86,4.93,7.02,0.9344,4.9898,1.0149,1.3425,1.0799,2.8492,6.9089,0.9424,,./results/res_phase_512_64_-30.0_2.25_0.02.log
281,phase,1024,64,0.02,-32,2.3,,0.8053,0.8905,0.8938,0.8921,,0.8498,0.9233,0.9091,0.9158,,0.8586,0.9336,0.9095,0.9192,,0.7927,0.9107,0.8595,,0.8224,0.9442,0.8644,,0.8011,0.8320,0.9557,,2.76,5.34,7.73,0.9528,5.3910,1.0353,1.4276,1.1001,3.1639,7.3052,0.9502,,./results/res_phase_1024_64_-32.0_2.3_0.02.log
282,phase,1024,64,0.02,-32,2.1,,0.7851,0.8555,0.9051,0.8796,,0.8366,0.9000,0.9172,0.9072,,0.8495,0.9184,0.9160,0.9133,,0.8086,0.9082,0.8806,,0.8024,0.9057,0.8756,,0.7513,0.7770,0.9579,,2.63,5.43,7.93,0.9493,5.4935,1.0530,1.4849,1.1347,3.2339,7.4457,0.9473,,./results/res_phase_1024_64_-32.0_2.1_0.02.log
283,phase,1024,64,0.02,-32,2.2,,0.7932,0.8743,0.8953,0.8847,,0.8422,0.9127,0.9102,0.9107,,0.8534,0.9267,0.9104,0.9157,,0.7948,0.9109,0.8618,,0.8159,0.9330,0.8667,,0.7724,0.8011,0.9557,,2.95,5.39,7.78,0.9504,5.4471,1.0390,1.4457,1.1093,3.2115,7.3674,0.9491,,./results/res_phase_1024_64_-32.0_2.2_0.02.log
284,phase,1024,64,0.02,-32,2.4,,0.8134,0.9050,0.8893,0.8971,,0.8548,0.9329,0.9058,0.9190,,0.8612,0.9395,0.9069,0.9213,,0.7905,0.9104,0.8571,,0.8234,0.9509,0.8600,,0.8247,0.8629,0.9490,,2.60,5.28,7.63,0.9492,5.3310,1.0394,1.4113,1.0941,3.0960,7.2537,0.9508,,./results/res_phase_1024_64_-32.0_2.4_0.02.log
285,phase,1024,64,0.02,-32,2.45,,0.8210,0.9161,0.8878,0.9017,,0.8598,0.9404,0.9048,0.9222,,0.8640,0.9439,0.9060,0.9234,,0.7939,0.9150,0.8571,,0.8213,0.9507,0.8578,,0.8455,0.8877,0.9468,,2.83,5.25,7.59,0.9483,5.3033,1.0353,1.4112,1.0936,3.0769,7.2179,0.9503,,./results/res_phase_1024_64_-32.0_2.45_0.02.log
286,phase,1024,64,0.02,-32,2.55,,0.8256,0.9300,0.8803,0.9044,,0.8624,0.9498,0.8994,0.9239,,0.8650,0.9498,0.9017,0.9244,,0.7879,0.9123,0.8525,,0.8162,0.9550,0.8489,,0.8704,0.9236,0.9379,,2.76,5.19,7.46,0.9461,5.2445,1.0269,1.3934,1.0785,3.0418,7.1493,0.9513,,./results/res_phase_1024_64_-32.0_2.55_0.02.log
287,phase,1024,64,0.02,-32,2.65,,0.8293,0.9416,0.8742,0.9067,,0.8654,0.9577,0.8958,0.9256,,0.8664,0.9566,0.8974,0.9255,,0.7792,0.9114,0.8431,,0.8184,0.9551,0.8511,,0.8894,0.9565,0.9268,,2.64,5.14,7.42,0.9449,5.1862,1.0236,1.3877,1.0731,2.9954,7.0899,0.9502,,./results/res_phase_1024_64_-32.0_2.65_0.02.log
288,phase,1024,64,0.02,-32,2.75,,0.8193,0.9409,0.8637,0.9007,,0.8599,0.9569,0.8896,0.9218,,0.8610,0.9557,0.8914,0.9218,,0.7727,0.9107,0.8361,,0.8056,0.9544,0.8378,,0.8787,0.9560,0.9157,,2.47,5.05,7.38,0.9486,5.1082,1.0255,1.3335,1.0519,2.9285,7.0305,0.9511,,./results/res_phase_1024_64_-32.0_2.75_0.02.log
289,phase,1024,64,0.02,-32,2.7,,0.8251,0.9406,0.8705,0.9042,,0.8633,0.9569,0.8938,0.9241,,0.8635,0.9557,0.8945,0.9235,,0.7749,0.9109,0.8384,,0.8162,0.9550,0.8489,,0.8832,0.9541,0.9224,,2.53,5.09,7.42,0.9472,5.1478,1.0238,1.3469,1.0613,2.9678,7.0630,0.9505,,./results/res_phase_1024_64_-32.0_2.7_0.02.log
290,phase,1024,64,0.02,-32,2.6,,0.8280,0.9365,0.8773,0.9059,,0.8639,0.9542,0.8972,0.9248,,0.8642,0.9526,0.8984,0.9241,,0.7857,0.9121,0.8501,,0.8162,0.9550,0.8489,,0.8805,0.9417,0.9313,,2.59,5.16,7.48,0.9468,5.2157,1.0218,1.3932,1.0778,3.0278,7.1149,0.9496,,./results/res_phase_1024_64_-32.0_2.6_0.02.log
291,phase,1024,64,0.02,-34,2.65,,0.8255,0.9342,0.8765,0.9044,,0.8653,0.9524,0.8995,0.9251,,0.8662,0.9497,0.9027,0.9251,,0.7879,0.9123,0.8525,,0.8136,0.9458,0.8533,,0.8739,0.9433,0.9224,,2.64,5.14,7.46,0.9450,5.1900,1.0251,1.3945,1.0743,2.9952,7.0954,0.9512,,./results/res_phase_1024_64_-34.0_2.65_0.02.log
292,phase,1024,64,0.02,-36,2.7,,0.8202,0.9282,0.8758,0.9012,,0.8625,0.9481,0.8996,0.9232,,0.8634,0.9449,0.9031,0.9231,,0.7914,0.9064,0.8618,,0.8080,0.9410,0.8511,,0.8601,0.9364,0.9135,,2.53,5.11,7.42,0.9450,5.1565,1.0245,1.3928,1.0720,2.9687,7.0668,0.9501,,./results/res_phase_1024_64_-36.0_2.7_0.02.log
293,phase,1024,64,0.02,-30,2.6,,0.8271,0.9415,0.8720,0.9054,,0.8617,0.9577,0.8920,0.9237,,0.8606,0.9554,0.8922,0.9218,,0.7619,0.9096,0.8244,,0.8197,0.9598,0.8489,,0.8983,0.9528,0.9401,,2.59,5.16,7.48,0.9491,5.2145,1.0276,1.4040,1.0821,3.0174,7.1277,0.9504,,./results/res_phase_1024_64_-30.0_2.6_0.02.log
294,phase,2048,64,0.02,-32,2.6,,0.8122,0.9442,0.8532,0.8964,,0.8494,0.9569,0.8792,0.9161,,0.8488,0.9521,0.8821,0.9148,,0.7662,0.9100,0.8290,,0.7966,0.9563,0.8267,,0.8734,0.9645,0.9024,,3.33,5.86,8.83,0.9515,5.9788,1.2428,1.6701,1.2123,3.3395,8.3106,0.9556,,./results/res_phase_2048_64_-32.0_2.6_0.02.log
